text,sentiment
"@SouthwestAir I notice that there are separate buttons for ""guitar"" and actual ""music"" in this pic. Some bands should take note of this.",neutral
.@united Not what's been shared by the pilot with passengers!,negative
"@USAirways 30 min delay for mechanics to replace rivets. 30 mins Late Flightr, turns out mechanics had wrong size rivets. 35 more mins. Pathetic",negative
@USAirways 40 minutes to put my TSA number in��_ 40 mins��_ and stop holding people hostage with requiring a dividends miles acct. @tsa,negative
@AmericanAir thanks _��. idk if it still Late Flight but I hope I get it tonight _��_,positive
"@united airlines claims to have a low fare guarantee, but they won't honor a lower fare that I found.",negative
@SouthwestAir only 1 guest needs to change a flight on a reservation of 2. How can I do it? I NEED this to happen. Say it can...Please help!,neutral
@united lets do that can you email boarding pass?,neutral
"@USAirways and next flight delayed as well. 5238 out of Charlotte, is it just my luck or what?",negative
@SouthwestAir :arrived in San Juan early. Thanks for a great flight. LUV u!,positive
@JetBlue How is it possible the only way to contact your fraud department is mailing a physical letter? No telephone? No email? REALLY??,negative
"@JetBlue I know there's no actual 'mile high' club, but surely there's something I can join ;-)",neutral
@USAirways @Beamske But maybe I can be on hold for 30 minutes again. That would be just as amazing.,negative
@JetBlue ETA for flight 802 into Orlando this morning,neutral
"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",negative
"@AmericanAir I'd like to explore both options, and what the cost might be to change the date and destination.",neutral
@united patiently drinking and tweeting about my experience,neutral
@AmericanAir I Cancelled Flighted my flight. I really don�۪t need this much trouble.,negative
@USAirways Thanks!,positive
"@AmericanAir ""sorry you were disappointed"" #outoftouchwithreality #people have kids and jobs",negative
@united unacceptable. 403 was 90 min Late Flight for a 'missing screw' our flight to Tucson left before we even landed,negative
"@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?",negative
"@USAirways the fact that you are making customers pay $15 to ""choose"" a seat and try to convince them using psychological tricks with colors",negative
@united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!,positive
@united I am appalled at your lack of communication during our awful journey on 2/21 EWR to BOS. 4 hr delays need to be explained better.,negative
@SouthwestAir @CourtSnod hopefully Nashville is open. I want to come home today,neutral
@USAirways I just think if I am staying w your airline &amp; rescheduling a flight I shouldn't absorb a fee that is the cost of 1/2 my flight,negative
@AmericanAir amen!,neutral
_��_��_����@JetBlue: Our fleet's on fleek. http://t.co/BBHTlZgH2C�۝,neutral
"@USAirways my flight was Cancelled Flightled yesterday and moved to today, then while at my stop in DC my flight is delayed due to lack of crew US4485",negative
@AmericanAir what's the best number to use?,neutral
"@SouthwestAir My flight was 952, leaving las vegas at 5:40pm, arriving at CHI-MID at 11:00 pm.",negative
@SouthwestAir no had to rebook my flight myself and am about to board in bham.,negative
"@united Once again I am victim to the scam that is your SHIT Customer Service, this time the agent hung up on me WTF do you teach your staff",negative
"@USAirways you need to check information regarding hotels, shuttles, re routing flights, delayed flights",neutral
@usairways hopefully your crappy service improves as u become @americanairlines #angryairtravel #winterstorm,negative
.@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.,negative
@USAirways flight #3739 leaving CVG. Gate agent had no computer and counted passengers on paper. I feel safe.,negative
@USAirways a member of your staff at PHL just gave us excellent customer care. Shame the same couldn't be said for the past 24 hours.,negative
@JetBlue SHUT THE DOOR ON YOUR WAY OUT. _٪�,neutral
"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer",negative
@SouthwestAir thanks! I expected a wait... Just not that long. :),negative
"@AmericanAir ok, I just received an email with my registration from your team. Thanks a lot",positive
@VirginAmerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. Im calling intern. Help!!,negative
@USAirways abandoned 40 Boston bound fliers...someone in management needs to #saveface and #showup,negative
@SouthwestAir already booked my tickets for August 20th-30th!  Can't wait for my vacation!,positive
@SouthwestAir we are trying to fly back from Orlando to BWI. The website has crashed and no one answered the phone. #HELP,negative
@united - my son left his tablet on plane.  Am out of country and can not call easily.  Is there an email to contact?,negative
@USAirways - flight was Cancelled Flightled to Buf today. Waited in line for 2+ hrs &amp; cus service was rude. No flight until Tues. Need to get to ROC.,negative
@USAirways Thanks for Cancelled Flighting my flight tomorrow and not reFlight Booking Problems me on another one. #usairwaysfail,negative
@AmericanAir the ticket is a poor gesture of goodwill (for missed trip) to a top status flyer - I may not next time (AA91 LHR-ORD 2/16),negative
@SouthwestAir @Imaginedragons please help me and my best friend get tickets to #DestinationDragons we have so much to thank them for....,neutral
@JetBlue Are there issues with the mobile boarding passes? My app keeps crashing when I try accessing. Thanks!,negative
@USAirways can you please post wait time-have been on hold for two hours,negative
@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've,negative
@SouthwestAir can you answer the phone so I can change my flight plans. Srsly.,negative
@AmericanAir Yes I am. 2495/1170. RNO departure at 1229 on 2/25 w/connection at DFW to LGA. I can do the 1120am to LAX and then to JFK,negative
@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - SYS-CON Media (PR) http://t.co/ZoFWLdQXbe,neutral
"@USAirways no, they could be at Laguardia, JFK or Charlotte. I have no idea where they are now tho",negative
@USAirways I will. Thank you for at least tweeting me back:) better than most. _���,positive
"@USAirways -not just this trip, been a few. Ur saving grace is ur cheaper flights. Now willing to pay more 4 bttr service on bttr airlines.",negative
@united Are your earnings so low that checkin people have to also be on Tarmac loading bags? JAN,negative
@united waiting 12 mins and counting to get through to Global Services....something going on?,negative
@JetBlue their names are both Angel (seriously - how cool is that!). Truly FANTASTIC service!,positive
"@USAirways new tag line ""but we got you there alive!""",negative
@USAirways sucks.  Flt 2692 Late Flight by 20 mins missed my connection.  Thanks for the 10 bucks and a middle seat on the next flt.,negative
"@AmericanAir @derekc21 , to my surprise  BA doesn't  have  me registered in the system , I was getting hopeful :(, Lets step it up , Okay ?",negative
@united I am not digging the new mileage earning plan. I would earn about 1/3 of the miles I do now. Any changes to the award ticket prices?,negative
"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH",negative
@SouthwestAir crazy how every airline flew out to the northeast tonight except you,negative
"@JetBlue I hope your customer service reps are as reliable/friendly as they usually are, so far you are not living up to your + rep/exper.",negative
"@SouthwestAir What's with the pricing cache?! About to book a flight, refreshed the page, &amp; the price jumped from $73 to $159. Ridiculous. _���",negative
@AmericanAir why would I even consider continuing your point program when I received no perks or continued bad customer service? #senseless,negative
@USAirways thanks :),positive
@USAirways worst customer service experience ever today. Get it together.,negative
@SouthwestAir it eventually arrived. just seemed really slow. :),negative
"@USAirways your service at PHL is abysmal. An hour on the runway waiting for a gate, no information anywhere, missed my connection abysmal!",negative
"@united you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked, that's it!",negative
"@united unfortunately, they didn't. I asked the staff if they could help. they said we should ask ppl in our row to switch, but no one would",negative
@JetBlue Understood but I watched as fam heading to FL was expedited when they had 25m to takeoff. I am speaking at conference in SF,negative
@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!,positive
@USAirways denied me standby bc of checked bag in cvg 5163 to Phl @ 6..so I had to take delayed 3751 4 hrs Late Flightr...except u lost bag in cvg,negative
@united Premier Gold desk changes flight. Waives fees. Gives me wrong flight. Now Jana Acosta in Salt Lake refuses the same service. Angry.,negative
@JetBlue Sent my suggestion and comments via the link provided..,neutral
@SouthwestAir Been on hold 34 min so far trying to book seat for my infant. Price increased $42 in meantime. What do I do?,negative
@united KN: not allowing me to bypass the receipt # on the refund request form. Never received receipt email. charged http://t.co/Cju102xP2k,negative
@AmericanAir great thank you,positive
@USAirways No I was there 12 hrs early! Send me an email to share my experience You don't want this blasting here.,negative
"@united missed it.  Incoming on time, then Sat for 30, then no jetbridge driver...missed a 45min connection from an on time flight...",negative
@AmericanAir more of the insane treatment by your customers,negative
"Without notifying though? ���@AmericanAir: @krescate We don't like Cancelled Flightling flights, Kim, but weather has not played nice with us.""",negative
"@united I am VERY disappointed with @SilverAirways as your partner. No communication, 2 extremely Late Flight flights. Really, all around horrible.",negative
@SouthwestAir arrangements to reimburse me for the rental I had to get?,neutral
@JetBlue I just booked a flight with you guys. I'm reconsidering that decision now after reading this tweet.,negative
@USAirways thanks for giving away my seat. Another fine job! http://t.co/r7ibqr4CYd,positive
@united your plane's been waiting at the Gate for two hours with all passengers onboard in their cramped seats. Yuck.,negative
@united any chance you could look into my problem from earlier?,neutral
"@united it's 9:56, and the desk attendant stated we would ""sit awhile"" until given the all clear. Lack of communication seems to the norm.",negative
@United has time to respond to everyone else's complaints but not mine. You just lost a customer,negative
"@USAirways no. Other than being on my credit card statement, I have not received anything from you and so I have no way to look it up myself",negative
"@united the we got into the gate at IAH on time and have given our seats and closed the flight. If you know people is arriving, have to wait",negative
@SouthwestAir is there any chance I could get tickets to the #DestinationDragons show in Vegas? Ive been a huge fan for years! Pretty please,neutral
@JetBlue Airways Corporation (NASDAQ:JBLU) Reaches on New High Range ... - StreetWise Report http://t.co/C7tpdKqULM,positive
@united can u get the crew member that we are waiting on? We were told 40 minutes ago they landed here and they are still not to our gate.,negative
@united the Premier desk was able to rebook me with our friends at @AmericanAir. Only problem is now I have to pay for a checked bag :/,negative
"@USAirways was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv.",negative
@USAirways over an hour now and still no one at the Yuma counter,negative
@AmericanAir It says on you web site that u fly directly from ORD to DUB. when I try to book it says you do not. Have you stopped ?,negative
@JetBlue now we are delayed until 1:02! This is ridiculous,negative
@JetBlue Hello! Can you tell me if you currently fly to Hawaii? Thanks!,neutral
@JetBlue or she ;),neutral
@SouthwestAir if only you could control the weather in Las Vegas _���,neutral
@AmericanAir we're all being told by emergency services to stay home for the next 24-48 hours.,neutral
@united Case ID 8544484,negative
Bruh ���@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance�۝,neutral
"@SouthwestAir my Flt was delayed, scheduled to miss my connection, can I get some help? 8HH4P2",negative
@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online,negative
@AmericanAir it's been 2 hrs of wait on the phone a) worst customer services b) trying to know where my suitcase Is and way MORE _��_#ANGRY,negative
@united my flight Cancelled Flightled new flight 5012 hopefully will not.,negative
@SouthwestAir I was on hold for two hours and finally hung up. I was able to do what I needed to without customer service eventually.,negative
���@JetBlue: Our fleet's on fleek. http://t.co/clu5pdPrHP�۝ :(,neutral
@USAirways Still waiting for another crew member. #cabinfever,negative
@SouthwestAir I'm miserable on your Orlando to Vegas nonstop right now. How big must a guest be for u to require 2 seats?  I'm in 1A btw.,negative
@AmericanAir is the company from hell with NO consideration for customers that give it hundreds of millions of dollars per year #SMH,negative
@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...,negative
@JetBlue to Increase Charter Service to Cuba - #Travel Agent http://t.co/lYQrb4HCYU,neutral
@united either your staff or whoever you contract with at PVD is failing you big time tonight...,negative
@USAirways sure knows how to pamper customers they strand abroad. #badcustomerservice #fend4yourself #youareonyourown http://t.co/Pw1eudlcZg,negative
"@AmericanAir On hold since 5am. When no one can get to the airport, Cancelled Flight flight, don't make us pay huge fee to change flight.",negative
@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,negative
@united Terribly disappointed. Confirmed reservation delayed and your cust. service staff was not helpful in finding an alternate solution.,negative
"@JetBlue 
Apparently not.",negative
@united Based on suggestions from other passengers I have a rental car on standby for 11:30.  One way or another will be leaving then.,neutral
"@USAirways @AmericanAir at 9:05am after the plane left: ""why were there no agents and why were the doors closed so early?""",negative
@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !,negative
@AmericanAir ���Inconvenient�۝ is such a convenient word.,negative
"@USAirways 4469, thank you for asking.",neutral
@united that guy really has no customer service clue.Could have spent effort clearing bins for rollerboards instead of art projects in mine!,negative
@VirginAmerica i would like help with some flights please.,neutral
"@AmericanAir - for the past 5.5 hours, call volume is so high that no one can take my call to Cancelled Flight my itinerary? #YoureDoingItWrong 1/2",negative
"@united tried to and got through the whole 2,000 characters and I was not even done.",negative
@AmericanAir don't merge with an airline that ain't ready for prime time and book your elite flyers on it! #NotHappy @USAirways #NeedCoffee,negative
"@AmericanAir hah, best flight attendant response, if you not happy getting screwed over, you have other carriers.   hahahah pathetic",negative
"@SouthwestAir- Wife's RR pts expired a few days ago, were planning on Flight Booking Problems trip today. Anything you can do for us? On a tight budget...",neutral
@USAirways so what is the  difference between Cancelled Flighting and reFlight Booking Problems - will that help me avoid a change fee?,neutral
@JetBlue I'm sick of y'all.,negative
@JetBlue I'm on flight and no booze being served 30 min in... What gives? #lostrevenue #angryandsober #bachelorpartymishap,negative
@SouthwestAir 9 hours at this airport and you can't move a bag from one plane to another! #furious,negative
@SouthwestAir -17mph winds and would do anything to be in Florida right now.. help a sister out!!,neutral
@americanair never fails to disappoint. waiting at jfk an hour after scheduled take off and still no word on departure,negative
"@United and @DirectTV. Not to pile on, but it's time to update your in flight TV package. http://t.co/Lug4MFVWsA",negative
@JetBlue I have a reservation for tomorrow morning but trying to get back 2 night bc other flight was going to jfk. Can I get on list at CTG,neutral
"@USAirways I have LITERALLY been on hold since 3am est.PlatinumEventually hung up &amp; again back on hold. Understand weather, but ridiculous.",negative
@JetBlue can you DM?,neutral
"@SouthwestAir check the head of the plane, there has been dynamite placed onto it",neutral
@united It was last night's 1235/ORD-LGA.,neutral
@united I bought a ticket yesterday and received a confirmation. Tried to check in and they said I hadn't paid for it. So I called was on,negative
@united I just booked a flight for (2). When I view my reservation it has MI connected to First name. Is this a problem? can it be changed?,neutral
"@SouthwestAir trying to change my reservation, been on hold for 45 minutes, and can't do it online-was directed to call. Help?",negative
@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow.,neutral
"@JetBlue hey, so, Dre at Seatac check in needs a raise, stat. Dude gave me amazing customer service and made me feel valued. _�ԍ",positive
@USAirways Why not have an option for a call back? I'm just sitting here burning through my minutes waiting for an error to be fixed.,negative
@united I need you...to be a better airline. ^LOL,negative
@USAirways please fix the very unproductive check in process at @DCA. 20 check in stations and 2 people working them. What a total mess!!!!,negative
"Can I put sun in my carry on? RT ���@united: @ant_kneee Right now 0 would be a heat wave, so enjoy the warmth! Can you bring some home? ^JJ�۝",neutral
"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.",negative
"@AmericanAir @Rizzilient After days, I finally got the automated service to call me back but it hung on me! This is beyond ridicules.  help!",negative
@JetBlue you can do better than this. And you can do better for me and all the passengers. #flight108 jfk to pwm.,negative
@SouthwestAir when and why was flight 4471 from MSP Cancelled Flighted this AM?,negative
"@JetBlue okie doke! Knowing you, you will fix this ;)",positive
"@united nope not here. You need a little red stamp from the counter. Check yourself, before you wreck yourself son http://t.co/0pRGySvuRm",negative
@VirginAmerica flight 404 delayed 2 hours in LA due to mechanical problems. Handle like pros but you could have tossed us a free drink.,negative
"@USAirways - flights 4500 AND 403 delayed for ""crew availability?""  What gives? I'm getting to TPA 2.5 hrs past my scheduled arrival.",negative
@united has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!,negative
@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.,positive
"@AmericanAir is that the ""record locator""?",neutral
@united Phone,neutral
@USAirways now on hold for 90 minutes,negative
@SouthwestAir any official word whether flight 3403 from BWI to Manchester is Cancelled Flightled? I've got an 8hr drive in snow if it is _��,neutral
@AmericanAir really appreciate the great customer service... One of your service agents just hung up on me when asking legitimate questions,negative
@AmericanAir 12 calls in the span of two days........none of which available to speak to someone.  You are un F-in believable.  worst ever,negative
"@AmericanAir got it, so it's just paying extra not to sit in the way back. Awesome. Never again.",negative
@united why is my flight from mke to ord getting delayed? Our gate attendant is not communicating!,negative
@AmericanAir @USAirways - I'm pregnant with twins and you're going to abandon me overnight in an airport? No hotel? When it's your fault?,negative
@USAirways just noticed that I don't believe I saw a confirmation for a flight I bought a few weeks ago. Def paid though. #help #resend?,neutral
@USAirways care to elaborate on why CHA to DCA is Cancelled Flightled this evening?,negative
@USAirways I need to speak with a live person. I've had it with the recordings. I was told on Sat that we'd have our luggage by yest.,negative
@AmericanAir Flight #2390 delayed 14 hours!! No one at #AmericanAirlines counter can tell my husband that he will be on that flight! Help???,negative
@AmericanAir No apology necessary. It was wind and I was on Delta. XOXO,positive
@USAirways just lost a faithful customer.,negative
"���@AmericanAir:  ""Jason, you'll end up missing your connection. Please see our DFW agents for assistance.�۝ Nope! Hasn't taken off yet, still!",negative
@JetBlue Exciting times ahead! _��_�_�,positive
@USAirways Is your refund system down?,neutral
"@AmericanAir How best to talk with an agent to reschedule Cancelled Flighted flight? No one answers at AA. Know it's busy, but need help.Thanks",negative
@SouthwestAir Trying to get through by phone to confirm that funds from a Cancelled Flightled reservation can still be used in the future. Can u help?,negative
@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,positive
@SouthwestAir - 800 is not int'l friendly,negative
"@united I was rebooked, however it would have been nice not to have to wait an extra 90 min at the airport.  How will you make this right?",negative
@JetBlue busy due to storm but customer service should always be on point. More so now than ever #getittogether,negative
@united and those three people were awesome working very long hours. It is easy to say sorry on Twitter but you should help your ppl @EWR,negative
@SouthwestAir hasn't evennotified us that theflight isdelayed via email/text/phone call.If we wererunning Late Flight I would be pissed #unreliable,negative
"@USAirways I was calling before I left, and as it turns out @united answered their phones instead and they rebooked my USAir flight.",negative
"@USAirways after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!",positive
@united 30 hours Late Flightr still no answers stuck in Houston. Keep getting put on phantom flights that never apeared. #BadCustomerService,negative
"@AmericanAir If it's in my backpack, why do I need to see agent?",negative
@USAirways US 728/Feb 21 Kim Y says: leaving on 15 minutes once paperwork is done. Wheels up ~ 1.5 hours Late Flightr.,negative
"@AmericanAir Its the ABC's of PR, let your customers have the most info possible. Might want to go brush up on the basics...",negative
@SouthwestAir my first flight ever and flight #4251 is already having technical issues. Faaaannntastic._��_,negative
@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,negative
@USAirways how does it feel to have almost everyone hate you?,negative
"@USAirways I don't mind waiting, I mind waiting on a plane, when I shouldn't have had to.  The airport has more room and you know.. food!",negative
@JetBlue thank you for the refund of the change fee for a recent flight affected by our bizarre winter. Excellent customer service and focus,positive
@SouthwestAir is there a way to know who checked my bag on the curb? She was awesome!!! And want to be sure she gets a high five!,positive
@JetBlue there were seats but after waiting on hold for 20 minutes they were gone-now she has to stay another night in charleston-very pricy,negative
@USAirways Can you help me add a AAdvantage number and known traveler number to a reservation?,neutral
@AmericanAir my understanding is they were able and did for many other flights but chose not to for this one.,negative
@USAirways it's been three weeks since I was specifically told I would get a call back from your folks in AZ- should I keep being patient?,negative
@SouthwestAir I consider myself a loyal customer to the brand but I'm astounded at the lack of concern about customer's flying experiences.,negative
@USAirways in line for 90 min after mechanical issues caused me to miss my flight. 1 rep for 20 upset people. http://t.co/XFWXsRwkHa,negative
@AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...,negative
@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!,positive
@SouthwestAir Kudos to bag handler at DTW gate 21 at 7:10 pm. Ran to keep bags from hitting ground in 9 degree temp! http://t.co/5tXU5tSFkJ,negative
@united you're the reason this whole travel experience has been a nightmare,negative
@JetBlue Start including PTO in your getaway packages and I'm all in,positive
"@AmericanAir Is it true, as FAs are saying, that you have no way to collect money from passengers (after door closing) who want a MCE seat?",neutral
"@AmericanAir the communications seems to be an issue too, no?",negative
"@AmericanAir got a callback at 1 am, took care of it. thanks.",neutral
@USAirways / @AmericanAir are incompetent.,negative
@AmericanAir that's if it is ever complete and if i can ever get through customer service #theydontanswer,negative
@AmericanAir at 5 am and have no clue if we have a place to stay or not,negative
"@united Does the economy plus cabin also qualifies as a ""premium"" cabin?",neutral
@VirginAmerica Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.,positive
@JetBlue i am sharing it to the public. I fly 20 times a year and sitting now on the tarmac in fll. Your staff is the worst i ever met.,negative
@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/E5NaxBUe4s http://t.co/E1Mex0t6Q5,neutral
@AmericanAir try contacting everyone on that flight with a refund offer and we might believe you are sincere,negative
@SouthwestAir No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens ���,positive
@united Thanks to supervisor Miriam who provided me with great customer service. #finally,positive
@SouthwestAir yes please.my son lives in NJ.,neutral
"@SouthwestAir app error - says click here, can't click not hyperlinked http://t.co/IH5w9nfKz2",negative
"@AmericanAir yes starting w/ flight 1278, getting me home more than 48 hours Late Flightr. record locator BSUXLU",negative
"@AmericanAir our ft 1261 TUS/DFW (w/cx to LGA) tomorrow Cancelled Flighted,  4 hrs so far waiting for call back. What should we do? Need to get to nyc",negative
"@USAirways you can't control the weather but you CAN control your systems, processes, people and attitudes. #anotherfail",negative
@SouthwestAir I am following you now. I don't think I can DM until you follow me.,neutral
@AmericanAir no space in my seat but thanks to your pilots I'm back 25mn early to Ohare!! Didn't think that was possible!! #sna2ord #1644,positive
@SouthwestAir Flight 3267 (N659SW) arrives at @FlyTPA following flight from @MitchellAirport http://t.co/LJ2YdKoR8q,neutral
@USAirways oh I got right through to an agent. They just kept putting me on hold and still didn't fix the problem,negative
"@USAirways CLT, please send more than one cust svc rep to your cust svc counter to assist a line out the door. http://t.co/v24QNp3DOi",negative
"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused",negative
@USAirways your saving grace was our flight attendant Dallas who was amazing. wish he would transfer to Delta where I would see him again,negative
"@united KOA-LAX should have fresh food service, right?",neutral
"@USAIRWAYS ARE YOU KIDDING ME?? Bad customer service, folks. Flew from PSP to PHX flight 2692 on 2/19. (cont) http://t.co/KigfKVXxDQ",negative
@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,neutral
UA3388 @united was Cancelled Flightled not delayed.  Re-Flight Booking Problems still 90 miles from home.  At least acknowledge the Cancelled Flightlation.,negative
@USAirways please please please let my plane back to the gate so I can get off as I will miss connection due to CLT closing. 2034,neutral
@AmericanAir pls tell me how to get a person on the phone asap,negative
@SouthwestAir looks like Bellagio to me! Good luck people! See you at the show at Vinyl,positive
@AmericanAir on Feb. 15th your rep gave me the record locator and told me I'd be receiving an email with the itinerary and confirmation.,negative
"@AmericanAir I had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my US Card for a 1 way into NYC",negative
@united Flt 359 lax to EWR. Your pilot bragged about getting to EWR early only to wait 20 min for a jetway driver. Thanks United!,negative
@USAirways why the hell did you overbook a plane when you knew people actually had seat assignments. #inept #uncaring #piss poorplanning,negative
@SouthwestAir just do it that easy,neutral
@USAirways any travel advisory coming for the Carolinas?  Bad weather!,neutral
@united Thanks for the timely service &amp; great staff getting my wife and me to and from Cancun this past week for our honeymoon.,positive
@united you'd learn if you listen to your customers...you do want you want...@VirginAmerica asks their customer what they want,negative
@SouthwestAir Late Flightly you've always been Late Flight! Please get back to the old #SWA!!,negative
"@USAirways I left my son's Duke hat on flight #1761 last night. It says ""Mason"" on the back. Any way of locating it? Thanks in advance!",neutral
"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",negative
@SouthwestAir looking for cheap flight to vegas,neutral
"@united you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines",negative
@JetBlue Unhappy with 4 hour delayed flight.. Missed dinner,negative
@united @suntoshi I still like you united airlines,positive
@United maybe find a different gate #ua1758,negative
@united this team added 30 mins on turnaround,negative
@SouthwestAir No I have not.,negative
@united 3875 to Denver which we are supposed to be boarding right now but has yet to land,negative
"@JetBlue we have just landed, thank you anyway. Btw, flight staff on flight 654 were wonderful despite their full day and heavy load.",positive
"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards",negative
@united need to add service dog to my itinerary for tomorrow,neutral
@VirginAmerica On all your flights?,neutral
���@united: @RobCNYC See information on our boarding process: http://t.co/gBIw9ugFNm ^KP�۝. I get group 1&amp;2. Just no reason on 3/5.,negative
"@AmericanAir, I've been booked on the wrong flight! And now PE desk has a wait of more than 2 hours?!",negative
@VirginAmerica Good point!,neutral
@united Thanks JT,positive
"@united done. Want me to send a screen shot of the second call, which is now at over 45 minutes?",negative
@USAirways Yes. Confirmation number and all.,neutral
.@AmericanAir Advised GAs and pilot of my flight. Too bad no one took action.,negative
"@united Thanks, but not so much the missing bag as the nonexistent staff at this apparent remote outpost (busy airport for city of ~1M).",negative
@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,negative
@USAirways i've been on hold since 11:30pm  need to reschedule my Cancelled Flightled flight for a morning departure tomorrow.  please help!!!!!!,negative
@SouthwestAir @NotPghTimothy no exceptions for national awards?,neutral
@USAirways turns into @AmericanAir with such difficulty to past loyal customer. As a AA platinum flyer usair couldn't be more unhelpful. Why,negative
@USAirways Nice try.  Doesn't apply to Philly.,neutral
@AmericanAir thanks for telling me my flight got Cancelled Flightled when it wasn't. Now I have a missing luggage because of you. Thanks fam!,negative
@united Lost my wallet on flight 1007 yesterday from Houston to Bogota. Filled out your online form. No response yet.,negative
@united now arrives LAX @ 8:03 am,neutral
"@united I tried.   We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes.  No resolution.",neutral
"@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy.",positive
"@USAirways US 728 then lost ground power three different times. Not only grounded endlessly; now without air, lights, entertainment.",negative
"@united it was very comfortable, now waiting for our luggage",positive
@SouthwestAir been on hold for an hour. I need to rebook my flight that was Cancelled Flighted! #help,negative
"@AmericanAir ; @USAirways US 728/Feb 21. Unprofessional, unprepared, unsympathetic, lacked communication, and lacked solutions.",negative
"@AmericanAir I'd love to take my seat, but it appears as though someone already has.  #disappointed #upgrademe #wtf http://t.co/9Gx5mMmubb",negative
@AmericanAir I'm trying to make a reservation with a &lt; 2 year old lap child. Don't see any option online. How do I proceed with reservation?,negative
@USAirways you need to figure your scheduling out! #worstflightexperienceever #getmehome,negative
@AmericanAir Thank you for responding so quickly to my tweets I do appreciate that.,neutral
@united ... horrible wait time on 4348 to get a gate  ..shows total miss  management . Value customer time and respect thier sentiment,negative
@SouthwestAir There's nothing I love more than being on hold for over an hour http://t.co/LIQWoblFbT,negative
@USAirways 657. My daughter Candice and I are together with her baby.,neutral
@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.,negative
@JetBlue #489. Flight #589 is departing before we even board,negative
"@united can't DM, you're not following. LLY144. Rebooked on #UA1516 but still need seats.",negative
@JetBlue I guess I have to redo the Flight Booking Problems. Ugh!,negative
@SouthwestAir My son's flight was Cancelled Flightled today. I was on hold 2+ hours to no avail. Can you help me rebook?,negative
@AmericanAir yikes.,neutral
@united My guess:flight is going to be Cancelled Flightled because there are 16 empty seats and those who confirmed are not important. #frustrated,negative
@USAirways No worries I was able to read @stephenrodrick entire book while holding. #TheMagicalStranger,neutral
@JetBlue thanks for replying-I feel a little better we'll see how it goes ������,positive
@united having to pay for a hotel room in Cleveland because of last minute Cancelled Flightled connecting flight. Booked through united..Unimpressed!,negative
@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable,positive
